TransactionID,UserID,BookID,BorrowDate,ReturnDate,LateFee
502,133,307,03-17-24,03-31-24,
503,391,205,07-06-24,07-13-24,
504,76,302,08-20-24,09-15-24,2.25
505,137,281,09-20-24,09-25-24,
506,221,172,01-27-24,02-14-24,
507,482,273,02-20-24,03-17-24,
508,50,125,04-29-24,05-11-24,
509,315,204,09-15-24,09-27-24,
510,186,123,07-08-24,,
511,97,179,08-20-24,08-31-24,
512,472,392,08-04-24,08-20-24,
513,478,268,06-20-24,07-04-24,0.15
514,327,321,04-19-24,04-29-24,
515,49,119,09-24-24,10-07-24,0.71
516,134,358,01-18-24,,
517,370,309,07-18-24,08-05-24,
518,143,377,02-20-24,03-01-24,2.39
519,224,300,08-25-24,09-18-24,1.88
520,158,123,06-14-24,07-08-24,
521,253,304,03-05-24,04-02-24,1.31
522,230,225,05-19-24,06-03-24,
523,36,299,06-09-24,07-02-24,
524,300,269,06-15-24,06-28-24,
525,221,232,04-19-24,05-11-24,
526,296,229,03-19-24,04-18-24,
527,121,325,03-15-24,04-02-24,4.59
528,356,322,06-01-24,06-20-24,2.72
529,240,244,06-11-24,06-21-24,
530,225,168,04-20-24,04-25-24,
531,334,368,06-11-24,06-30-24,
532,359,356,02-28-24,03-08-24,
533,105,161,04-04-24,,
534,98,153,02-16-24,03-15-24,
535,125,143,04-07-24,04-19-24,
536,488,399,01-12-24,02-10-24,
537,183,132,05-26-24,06-17-24,
538,176,392,06-01-24,06-13-24,
539,190,330,08-14-24,09-05-24,
540,281,102,05-29-24,06-16-24,
541,483,229,05-22-24,06-02-24,1.11
542,126,111,03-16-24,,
543,164,338,08-28-24,09-11-24,
544,410,275,02-01-24,02-26-24,
545,111,295,04-09-24,05-06-24,4.47
546,27,381,01-19-24,01-30-24,
547,494,236,07-26-24,08-10-24,1.6
548,454,346,07-25-24,08-10-24,
549,74,260,05-27-24,06-13-24,
550,159,261,03-10-24,04-03-24,
551,219,252,01-19-24,01-26-24,
552,145,206,05-22-24,06-18-24,
553,192,165,07-10-24,07-24-24,
554,460,324,03-30-24,04-18-24,
555,7,208,06-24-24,07-05-24,
556,408,352,05-07-24,05-24-24,
557,238,272,03-04-24,03-19-24,
558,345,263,03-31-24,04-05-24,
559,144,223,04-07-24,05-06-24,
560,480,102,08-16-24,09-08-24,
561,351,286,07-11-24,,
562,131,389,06-23-24,07-21-24,
563,486,250,05-26-24,06-16-24,
564,300,188,03-29-24,04-11-24,2.91
565,369,305,07-23-24,08-19-24,
566,369,263,09-18-24,10-02-24,
567,421,345,06-29-24,07-19-24,4.95
568,470,137,07-13-24,07-24-24,
569,486,353,08-29-24,,
570,266,132,06-26-24,07-19-24,
571,354,344,02-25-24,03-13-24,
572,310,186,08-24-24,09-08-24,1.56
573,471,361,03-24-24,04-12-24,
574,303,380,07-13-24,,
575,381,189,02-24-24,03-06-24,
576,141,177,05-23-24,06-21-24,1
577,261,166,01-27-24,02-26-24,
578,18,365,08-22-24,09-19-24,
579,490,305,09-08-24,,
580,296,166,05-02-24,05-29-24,
581,397,214,07-09-24,,
582,492,148,05-22-24,06-07-24,
583,154,269,07-16-24,07-27-24,0.33
584,350,336,06-14-24,,
585,110,171,03-07-24,03-26-24,4.87
586,475,187,01-20-24,02-13-24,
587,191,351,08-10-24,09-01-24,
588,17,299,09-14-24,09-22-24,
589,437,296,06-02-24,06-30-24,4.05
590,34,236,04-21-24,,
591,340,301,03-17-24,03-22-24,4.78
592,111,356,05-05-24,,
593,184,277,02-09-24,02-19-24,
594,208,217,06-22-24,06-29-24,
595,161,311,08-12-24,09-09-24,3.72
596,418,353,10-01-24,10-22-24,
597,403,236,06-27-24,07-03-24,
598,429,269,04-21-24,,
599,41,152,09-28-24,10-05-24,
600,283,312,07-28-24,08-07-24,
601,411,395,05-07-24,05-31-24,
602,468,218,05-12-24,06-06-24,1.52
603,412,182,01-27-24,02-26-24,
604,154,323,08-19-24,09-03-24,
605,488,165,03-19-24,04-14-24,
606,467,110,06-09-24,07-08-24,3.93
607,87,165,03-22-24,04-10-24,
608,355,198,04-26-24,05-12-24,1.46
609,211,146,07-01-24,07-06-24,
610,368,264,07-16-24,08-15-24,
611,250,314,05-17-24,05-25-24,
612,408,372,06-23-24,06-28-24,
613,377,158,08-08-24,09-05-24,
614,106,357,01-22-24,01-31-24,
615,344,378,04-27-24,05-07-24,
616,411,302,01-27-24,02-18-24,
617,418,181,01-19-24,02-15-24,
618,32,391,02-10-24,02-28-24,
619,230,302,03-17-24,04-02-24,
620,356,179,04-10-24,04-17-24,
621,180,292,07-09-24,07-19-24,
622,139,365,09-17-24,10-11-24,2.32
623,68,328,09-12-24,10-09-24,
624,303,373,03-26-24,04-23-24,4.77
625,481,124,03-20-24,,
626,335,377,06-28-24,07-16-24,
627,206,185,07-21-24,07-29-24,
628,338,336,07-13-24,07-24-24,
629,211,375,09-27-24,10-18-24,
630,118,210,04-05-24,04-10-24,2.21
631,436,219,03-14-24,03-27-24,2.31
632,395,216,01-01-24,01-20-24,
633,100,285,05-07-24,05-27-24,
634,79,166,07-21-24,08-18-24,
635,63,330,03-13-24,04-04-24,3.74
636,435,197,01-26-24,01-31-24,
637,220,213,06-01-24,06-29-24,
638,132,347,01-04-24,01-10-24,
639,204,301,04-30-24,05-13-24,
640,41,376,07-18-24,,
641,23,355,05-18-24,05-26-24,
642,97,290,06-23-24,06-30-24,
643,359,335,05-15-24,05-28-24,
644,122,302,07-15-24,08-11-24,
645,309,184,05-26-24,06-16-24,1.57
646,285,274,06-30-24,07-15-24,
647,455,270,02-24-24,03-07-24,
648,321,350,06-20-24,07-16-24,
649,196,203,08-09-24,08-15-24,
650,197,293,01-25-24,02-16-24,0.85
651,411,276,06-12-24,07-03-24,
652,187,251,02-18-24,02-23-24,
653,326,360,02-01-24,02-24-24,0.22
654,13,207,04-11-24,04-30-24,
655,246,143,09-13-24,09-22-24,
656,465,348,05-21-24,05-27-24,2.36
657,483,301,05-17-24,06-05-24,
658,58,169,07-11-24,08-08-24,
659,449,226,03-21-24,04-16-24,
660,461,189,05-10-24,05-29-24,
661,462,123,08-22-24,09-02-24,
662,41,256,01-04-24,01-19-24,
663,458,208,07-01-24,07-21-24,2.82
664,137,269,06-27-24,07-03-24,4.52
665,139,241,05-18-24,05-27-24,
666,69,225,09-02-24,09-27-24,
667,291,373,09-20-24,09-26-24,2.91
668,100,222,08-08-24,09-02-24,
669,392,318,09-28-24,10-28-24,
670,287,278,08-14-24,09-05-24,
671,196,170,05-27-24,06-25-24,
672,247,279,07-05-24,08-03-24,0.62
673,321,214,03-25-24,,
674,95,351,03-13-24,04-03-24,
675,242,311,09-20-24,09-29-24,
676,455,277,07-30-24,,
677,346,165,04-22-24,04-27-24,
678,97,202,08-10-24,,
679,317,168,06-19-24,07-08-24,
680,334,338,09-08-24,09-26-24,0.24
681,385,336,03-13-24,04-09-24,
682,204,377,04-07-24,04-24-24,3.66
683,170,329,06-24-24,,
684,29,319,03-23-24,04-22-24,
685,380,248,09-23-24,10-08-24,
686,174,258,01-18-24,02-07-24,
687,216,130,03-06-24,04-02-24,
688,349,193,06-27-24,07-19-24,0.05
689,273,223,07-02-24,07-24-24,
690,135,271,08-10-24,,
691,473,257,04-16-24,05-10-24,4.08
692,272,370,09-10-24,09-25-24,
693,321,345,08-31-24,09-18-24,3.84
694,265,213,08-25-24,09-21-24,
695,155,103,03-04-24,03-31-24,
696,457,374,05-06-24,05-30-24,0.85
697,209,143,02-23-24,03-08-24,2.19
698,58,349,05-13-24,05-27-24,
699,199,235,05-20-24,06-16-24,
700,494,118,09-30-24,10-27-24,4.8
701,2,205,01-16-24,01-31-24,
702,27,112,05-20-24,05-30-24,
703,460,270,04-11-24,05-01-24,
704,262,106,03-08-24,04-03-24,
705,161,250,07-04-24,07-23-24,
706,259,281,03-18-24,03-27-24,
707,349,147,06-08-24,06-25-24,
708,237,223,04-23-24,05-10-24,
709,283,183,07-05-24,08-02-24,
710,249,249,08-25-24,09-23-24,
711,414,386,05-23-24,06-19-24,
712,135,251,07-31-24,08-25-24,
713,347,322,02-26-24,03-24-24,
714,213,344,05-30-24,06-25-24,0.55
715,399,190,01-12-24,02-02-24,
716,246,366,06-10-24,06-17-24,0.1
717,471,344,06-07-24,,
718,189,172,08-10-24,,
719,346,191,01-18-24,,
720,375,163,07-08-24,07-14-24,
721,112,380,02-02-24,02-27-24,
722,60,249,09-07-24,09-25-24,
723,377,373,03-31-24,,
724,204,118,04-15-24,04-23-24,2.74
725,423,198,04-16-24,04-22-24,
726,306,312,03-29-24,04-26-24,
727,262,138,05-11-24,05-22-24,
728,238,174,07-07-24,07-14-24,3.43
729,399,190,03-30-24,04-20-24,4.9
730,89,308,07-18-24,08-12-24,3.3
731,264,188,08-10-24,08-18-24,
732,337,345,07-06-24,07-27-24,
733,124,136,09-18-24,10-14-24,
734,392,328,01-02-24,01-31-24,
735,299,355,05-08-24,05-26-24,
736,496,101,08-10-24,09-09-24,
737,487,296,05-03-24,,
738,339,331,06-09-24,06-28-24,
739,498,377,01-06-24,01-24-24,
740,10,237,03-19-24,04-07-24,
741,182,132,02-02-24,02-29-24,1.56
742,201,263,03-21-24,03-29-24,
743,341,198,06-10-24,07-05-24,
744,282,329,03-22-24,,
745,186,232,09-22-24,10-04-24,
746,88,183,08-17-24,09-10-24,4.02
747,319,215,05-28-24,06-12-24,
748,458,170,03-18-24,03-26-24,
749,304,271,04-16-24,05-14-24,
750,358,233,03-09-24,03-14-24,
751,124,135,02-23-24,03-11-24,
752,357,120,09-02-24,09-21-24,
753,152,259,02-21-24,03-14-24,
754,25,367,09-16-24,09-23-24,3.05
755,316,142,07-24-24,08-02-24,
756,293,173,04-21-24,05-19-24,
757,23,347,07-06-24,07-18-24,
758,151,301,06-04-24,06-11-24,
759,20,204,01-31-24,02-13-24,
760,460,340,07-30-24,08-16-24,
761,441,160,04-23-24,05-08-24,
762,352,140,08-21-24,09-10-24,
763,131,385,02-26-24,,
764,403,352,04-09-24,04-30-24,
765,430,105,09-10-24,09-17-24,
766,405,288,06-11-24,07-09-24,
767,485,227,09-06-24,09-12-24,
768,87,326,04-05-24,05-02-24,
769,18,193,01-08-24,,
770,50,139,08-24-24,09-11-24,
771,139,309,06-25-24,07-01-24,
772,384,303,04-07-24,05-02-24,
773,63,352,03-05-24,03-18-24,
774,49,229,06-17-24,07-01-24,
775,142,361,08-06-24,08-14-24,
776,451,218,02-01-24,,
777,180,218,02-28-24,03-23-24,
778,42,142,07-12-24,08-10-24,
779,110,332,02-13-24,03-09-24,3.1
780,105,194,07-23-24,08-17-24,2.42
781,93,206,08-16-24,09-03-24,
782,199,232,04-09-24,04-17-24,
783,299,101,03-26-24,04-13-24,
784,174,306,07-31-24,08-14-24,
785,410,132,07-07-24,07-21-24,
786,208,186,03-21-24,03-27-24,
787,164,197,06-14-24,06-30-24,
788,25,262,05-16-24,05-23-24,
789,26,251,06-06-24,06-28-24,
790,178,130,03-22-24,04-19-24,
791,112,366,09-22-24,10-02-24,
792,236,327,09-28-24,10-21-24,
793,65,189,03-31-24,04-15-24,
794,171,125,02-29-24,03-09-24,
795,83,339,07-14-24,,
796,445,206,09-01-24,,
797,329,198,02-14-24,03-04-24,
798,441,388,01-25-24,02-12-24,3.24
799,490,355,07-03-24,07-27-24,
800,473,327,06-13-24,07-13-24,
801,185,352,07-28-24,08-21-24,
802,493,164,02-10-24,02-27-24,
803,305,258,01-24-24,02-04-24,
804,462,326,03-10-24,03-24-24,
805,18,393,08-12-24,09-03-24,
806,116,212,04-20-24,05-18-24,4.36
807,354,152,02-26-24,03-21-24,
808,156,250,08-16-24,09-07-24,
809,123,354,09-26-24,10-20-24,
810,209,306,06-20-24,07-13-24,3.07
811,367,185,01-10-24,01-17-24,
812,260,131,01-28-24,02-11-24,
813,11,217,08-27-24,09-10-24,
814,347,278,04-08-24,04-25-24,
815,436,390,02-19-24,03-02-24,
816,2,299,07-08-24,07-27-24,
817,308,249,02-03-24,03-03-24,
818,17,277,03-31-24,,
819,176,262,07-18-24,08-11-24,
820,322,370,09-26-24,10-23-24,
821,281,230,09-15-24,10-04-24,
822,136,369,07-27-24,08-04-24,
823,218,188,08-10-24,09-05-24,
824,60,331,02-12-24,03-03-24,
825,7,250,05-04-24,05-17-24,
826,57,279,09-08-24,09-13-24,
827,357,190,07-10-24,08-02-24,
828,71,200,09-24-24,10-21-24,
829,367,250,09-19-24,,
830,89,336,04-18-24,05-02-24,
831,123,388,07-08-24,07-26-24,
832,153,275,03-08-24,04-03-24,
833,88,141,04-17-24,,
834,40,342,08-19-24,09-05-24,
835,357,191,05-18-24,,
836,313,370,07-07-24,08-03-24,
837,92,102,03-20-24,04-03-24,3.56
838,88,185,10-01-24,,
839,265,315,08-03-24,08-16-24,
840,64,124,03-23-24,04-20-24,
841,332,399,01-24-24,02-10-24,
842,205,203,02-17-24,03-01-24,
843,261,223,01-18-24,02-13-24,
844,20,271,07-07-24,08-06-24,2.53
845,416,277,09-26-24,10-12-24,
846,215,305,08-11-24,09-01-24,1.96
847,352,227,09-14-24,10-09-24,
848,244,335,05-03-24,,
849,236,269,06-27-24,07-19-24,
850,475,377,05-12-24,05-17-24,4.63
851,493,101,03-20-24,04-14-24,
852,457,345,08-23-24,09-15-24,
853,447,269,03-15-24,03-22-24,2.41
854,482,166,08-15-24,09-03-24,0.18
855,490,134,03-11-24,03-22-24,0.02
856,265,253,01-16-24,02-10-24,
857,250,342,01-09-24,01-31-24,2.06
858,167,196,09-02-24,09-30-24,
859,308,249,05-01-24,05-11-24,
860,490,384,01-21-24,02-15-24,0.93
861,326,394,08-12-24,08-25-24,
862,21,345,02-17-24,02-22-24,
863,137,169,04-20-24,05-03-24,
864,1,156,08-11-24,08-23-24,
865,354,212,06-03-24,07-02-24,
866,6,237,08-12-24,08-29-24,
867,493,351,02-02-24,02-17-24,3.73
868,428,231,09-27-24,10-22-24,
869,180,137,02-19-24,03-09-24,
870,25,186,04-29-24,05-18-24,
871,92,359,09-28-24,10-24-24,
872,200,334,03-15-24,03-26-24,
873,276,313,06-30-24,07-06-24,3.39
874,143,161,07-07-24,07-24-24,1.99
875,153,242,08-28-24,09-09-24,
876,159,153,06-07-24,06-22-24,
877,252,209,08-17-24,09-02-24,
878,278,327,08-15-24,09-07-24,
879,460,293,02-28-24,03-04-24,
880,412,341,04-27-24,05-13-24,
881,261,364,02-16-24,03-11-24,
882,461,145,04-14-24,05-14-24,
883,361,371,02-05-24,02-24-24,
884,137,189,09-02-24,09-30-24,
885,205,127,04-22-24,04-29-24,
886,51,235,02-03-24,03-01-24,
887,361,315,09-15-24,09-22-24,
888,269,170,07-22-24,08-07-24,2.29
889,330,141,06-12-24,,
890,67,341,03-02-24,03-22-24,4.75
891,180,150,04-30-24,05-22-24,0.11
892,226,309,05-13-24,05-23-24,
893,123,269,05-31-24,06-14-24,
894,44,254,09-24-24,09-29-24,
895,96,202,09-04-24,09-30-24,
896,61,163,06-05-24,06-25-24,
897,227,162,04-17-24,04-30-24,
898,273,203,06-17-24,07-12-24,
899,321,342,03-19-24,04-16-24,
900,91,243,09-16-24,10-15-24,
901,247,301,08-15-24,09-06-24,
902,489,127,08-26-24,09-03-24,
903,497,347,04-29-24,05-28-24,
904,362,116,01-24-24,02-05-24,
905,35,378,07-24-24,08-22-24,
906,89,115,01-05-24,01-18-24,
907,419,208,05-07-24,05-12-24,
908,273,189,07-26-24,08-10-24,
909,214,369,03-14-24,03-21-24,2.26
910,362,400,08-11-24,08-28-24,
911,216,103,03-11-24,03-29-24,0.91
912,480,141,05-12-24,06-04-24,
913,239,360,09-15-24,10-11-24,
914,204,398,02-13-24,02-23-24,
915,70,252,08-12-24,09-10-24,
916,104,288,07-29-24,08-20-24,
917,438,241,06-07-24,06-18-24,
918,119,387,03-31-24,04-07-24,
919,470,257,06-23-24,07-12-24,2.07
920,436,324,01-15-24,02-07-24,
921,363,106,08-15-24,08-30-24,0.29
922,390,192,03-18-24,04-07-24,
923,300,232,04-22-24,05-04-24,
924,209,253,03-25-24,04-19-24,
925,210,365,03-30-24,04-17-24,
926,77,204,02-27-24,,
927,337,159,09-07-24,09-25-24,
928,338,363,02-12-24,02-23-24,
929,376,391,02-14-24,02-29-24,
930,228,332,06-20-24,07-20-24,
931,368,329,05-17-24,06-01-24,
932,376,284,03-29-24,04-04-24,
933,235,379,01-05-24,01-24-24,
934,116,283,03-27-24,04-13-24,
935,362,182,03-05-24,03-24-24,
936,103,292,01-09-24,02-05-24,
937,417,238,01-25-24,02-17-24,1.68
938,199,389,02-15-24,02-20-24,
939,389,365,07-22-24,08-01-24,
940,484,382,08-23-24,,
941,194,294,02-02-24,02-28-24,
942,463,367,05-15-24,06-04-24,
943,142,242,06-08-24,06-14-24,
944,155,350,03-31-24,04-18-24,
945,338,213,07-29-24,08-06-24,
946,309,136,09-26-24,10-09-24,
947,190,322,04-12-24,05-07-24,
948,367,387,09-24-24,10-10-24,
949,65,148,01-12-24,01-21-24,
950,410,131,08-23-24,08-28-24,
951,178,181,06-10-24,,
952,9,188,03-08-24,03-24-24,
953,407,369,06-27-24,07-02-24,4.64
954,227,307,05-09-24,06-03-24,
955,346,234,08-18-24,09-05-24,
956,431,104,04-07-24,04-15-24,
957,251,320,02-11-24,03-10-24,
958,184,359,02-09-24,03-02-24,1.54
959,422,236,05-04-24,06-03-24,
960,7,204,03-26-24,,
961,310,114,05-02-24,05-08-24,
962,132,118,01-22-24,02-19-24,
963,138,269,07-10-24,08-07-24,
964,462,367,01-25-24,02-11-24,
965,486,254,08-26-24,09-18-24,
966,396,139,07-22-24,08-12-24,
967,455,350,09-15-24,09-25-24,
968,173,135,01-10-24,02-07-24,1.74
969,430,352,02-17-24,03-17-24,
970,142,394,05-04-24,05-12-24,4.82
971,165,255,09-13-24,09-18-24,
972,6,177,08-14-24,09-08-24,
973,76,164,09-08-24,09-21-24,
974,472,103,07-25-24,08-09-24,2.47
975,485,260,08-28-24,,
976,315,319,07-17-24,08-15-24,
977,395,256,07-20-24,08-11-24,
978,42,163,06-28-24,07-06-24,
979,493,355,09-24-24,10-24-24,
980,474,318,10-01-24,10-08-24,2.39
981,406,360,06-13-24,,
982,434,277,04-15-24,05-01-24,0.53
983,3,351,03-09-24,03-17-24,
984,320,184,08-25-24,09-18-24,
985,181,204,02-14-24,03-01-24,
986,460,171,08-29-24,09-11-24,4.57
987,322,205,03-13-24,04-01-24,
988,321,195,04-15-24,,
989,39,235,07-23-24,08-09-24,
990,482,166,06-27-24,07-05-24,3.99
991,487,302,04-22-24,05-11-24,
992,17,109,03-25-24,04-01-24,
993,401,272,05-04-24,05-09-24,0.78
994,227,300,04-13-24,04-30-24,
995,358,120,06-26-24,07-06-24,
996,252,366,06-01-24,,
997,486,235,07-20-24,07-27-24,
998,180,341,03-24-24,04-02-24,2.38
999,174,129,06-22-24,07-22-24,
1000,274,329,05-26-24,06-12-24,